CODE_VO;CODE_405;REPLACE405;CODE_VO_DESC;CODE_405_DESC;SECTION;OPERATION_CODE;DIRECTION_PAY;ISSUER_NEREZ;ISSUER_REZ;PROPERTY_FLG;INCLUDE_405;INCLUDE_406
50110;?????;;Расчеты резидента в пользу нерезидента при выплате дивидендов (доходов) от инвестиций в форме капитальных вложений;;1;OUTR;;FALSE;FALSE;FALSE;FALSE;FALSE
50100;?????;;Расчеты резидента в пользу нерезидента по операциям с долями;;1;OUTR;;FALSE;FALSE;FALSE;FALSE;FALSE
50090;DOL1;;Выплата дивидендов (доходов) от инвестиций в форме капитальных вложений;Доли, вклады, паи в имуществе юридических лиц-резидентов;2;OUTR;2;FALSE;FALSE;FALSE;TRUE;FALSE
50080;DOL2;;Расчеты и переводы нерезидента в пользу резидента при ликвидации юридического лица - нерезидента;Доли, вклады, паи в имуществе юридических лиц-нерезидентов;2;INR;1;FALSE;FALSE;FALSE;TRUE;FALSE
50070;DOL1;;Расчеты и переводы резидента в пользу нерезидента при ликвидации юридического лица - резидента;Доли, вклады, паи в имуществе юридических лиц-резидентов;2;OUTR;2;FALSE;FALSE;FALSE;TRUE;FALSE
50060;DOL1;;(УСТАРЕЛ c 01.10.12) Расчеты и переводы нерезидента в оплату долей, вкладов, паев в имуществе (уставном или складочном капитале, паевом фонде кооператива) создаваемого юридического лица - резидента;Доли, вклады, паи в имуществе юридических лиц-резидентов;1;INR;1;FALSE;TRUE;FALSE;TRUE;FALSE
50050;DOL2;;(УСТАРЕЛ c 01.10.12) Расчеты и переводы нерезидента за приобретаемые у резидента доли, вклады, паи в имуществе (уставном или складочном капитале, паевом фонде кооператива) созданного юридического лица;Доли, вклады, паи в имуществе юридических лиц-нерезидентов;1;INR;1;FALSE;FALSE;FALSE;TRUE;FALSE
50040;DOL1;;(УСТАРЕЛ c 01.10.12) Расчеты и переводы нерезидента за приобретаемые у резидента доли, вклады, паи в имуществе (уставном или складочном капитале, паевом фонде кооператива) созданного юридического лица;Доли, вклады, паи в имуществе юридических лиц-резидентов;1;INR;1;FALSE;TRUE;FALSE;TRUE;FALSE
50030;DOL2;;(УСТАРЕЛ c 01.10.12) Расчеты и переводы резидента в оплату долей, вкладов, паев в имуществе (уставном или складочном капитале, паевом фонде кооператива) создаваемого юридического лица - нерезидента;Доли, вклады, паи в имуществе юридических лиц-нерезидентов;1;OUTR;2;FALSE;FALSE;FALSE;TRUE;FALSE
50020;DOL2;;(УСТАРЕЛ c 01.10.12) Расчеты и переводы резидента за приобретаемые у нерезидента доли, вклады, паи в имуществе (уставном или складочном капитале, паевом фонде кооператива) созданного юридического лица;Доли, вклады, паи в имуществе юридических лиц-нерезидентов;1;OUTR;2;FALSE;FALSE;FALSE;TRUE;FALSE
50010;DOL1;;(УСТАРЕЛ c 01.10.12) Расчеты и переводы резидента за приобретаемые у нерезидента доли, вклады, паи в имуществе (уставном или складочном капитале, паевом фонде кооператива) созданного юридического лица;Доли, вклады, паи в имуществе юридических лиц-резидентов;1;OUTR;2;FALSE;FALSE;FALSE;TRUE;FALSE
32025;?????;;Расчеты резидента в пользу нерезидента за переводимый резидентом долг на нерезидента в соответствии с договором перевода долга;Уступка прав требования;1;OUTR;2;FALSE;FALSE;FALSE;FALSE;FALSE
32020;?????;;Расчеты нерезидента в пользу резидента за переводимый нерезидентом долг на резидента в соответствии с договором перевода долга;Уступка прав требования;1;INR;1;FALSE;FALSE;FALSE;FALSE;FALSE
32015;?????;;Расчеты резидента в пользу нерезидента за уступаемое нерезидентом требование резиденту в соответствии с договором уступки требования;Уступка прав требования;1;OUTR;2;FALSE;FALSE;FALSE;FALSE;FALSE
32010;?????;;Расчеты нерезидента в пользу резидента за уступаемое резидентом требование нерезиденту в соответствии с договором уступки требования;Уступка прав требования;1;INR;1;FALSE;FALSE;FALSE;FALSE;FALSE
30900;?????;;Расчеты нерезидента в пользу резидента, связанные с возвратом излишне (ошибочно) полученных денежных средств по операциям с недвижимым имуществом, в том числе связанным с долевым участием в строительс;Расчеты за недвижимость;1;OUTR;2;FALSE;FALSE;FALSE;FALSE;FALSE
30800;?????;;Расчеты резидента в пользу нерезидента, связанные с возвратом излишне (ошибочно) полученных денежных средств по операциям с недвижимым имуществом, в том числе связанным с долевым участием в строительс;Расчеты за недвижимость;1;INR;1;FALSE;FALSE;FALSE;FALSE;FALSE
30040;?????;;Расчеты резидента в пользу нерезидента за недвижимое имущество, приобретаемое на территории Российской Федерации, в том числе связанные с долевым участием резидента в строительстве нерезидентом недвиж;Расчеты за недвижимость;1;OUTR;2;FALSE;FALSE;FALSE;FALSE;FALSE
30030;?????;;Расчеты нерезидента в пользу резидента за недвижимое имущество, приобретаемое на территории Российской Федерации, в том числе связанные с долевым участием нерезидента в строительстве резидентом недвиж;Расчеты за недвижимость;1;INR;1;FALSE;FALSE;FALSE;FALSE;FALSE
30020;?????;;Расчеты резидента в пользу нерезидента за недвижимое имущество, приобретаемое за пределами территории Российской Федерации, в том числе связанные с долевым участием резидента в строительстве нерезиден;Расчеты за недвижимость;1;OUTR;2;FALSE;FALSE;FALSE;FALSE;FALSE
30010;?????;;Расчеты нерезидента в пользу резидента за недвижимое имущество, приобретаемое за пределами территории Российской Федерации, в том числе связанные с долевым участием нерезидента в строительстве резиден;Расчеты за недвижимость;1;INR;1;FALSE;FALSE;FALSE;FALSE;FALSE
50300;?????;;Прочие расчеты резидента в пользу нерезидента по операциям, связанным с инвестированием в форме капитальных вложений, за исключением операций по коду 50100;прочие капитальные вложения;1;OUTR;2;FALSE;FALSE;FALSE;FALSE;FALSE
50400;?????;;Прочие расчеты нерезидента в пользу резидента по операциям, связанным с инвестированием в форме капитальных вложений, за исключением операций по коду 50200;прочие капитальные вложения;1;INR;1;FALSE;FALSE;FALSE;FALSE;FALSE
59010;?????;;Расчеты резидента в пользу клиринговой организации — нерезидента по договору об оказании клиринговых услуг, за исключением выплаты вознаграждения клиринговой организации — нерезиденту;клиринговые услуги;1;OUTR;2;FALSE;FALSE;FALSE;FALSE;FALSE
59015;?????;;Расчеты клиринговой организации — нерезидента в пользу резидента по договору об оказании клиринговых услуг, за исключением расчетов по коду 59900;клиринговые услуги;1;INR;1;FALSE;FALSE;FALSE;FALSE;FALSE
59020;?????;;Расчеты нерезидента в пользу клиринговой организации — резидента по договору об оказании клиринговых услуг, за исключением выплаты вознаграждения клиринговой организации — резиденту;клиринговые услуги;1;INR;1;FALSE;FALSE;FALSE;FALSE;FALSE
59025;?????;;Расчеты клиринговой организации — резидента в пользу нерезидента по договору об оказании клиринговых услуг, за исключением расчетов по коду 59800;клиринговые услуги;1;OUTR;2;FALSE;FALSE;FALSE;FALSE;FALSE
99030;?????;;Расчеты между резидентом и нерезидентом (являющимся третьим лицом или поручителем), связанные с исполнением нерезидентом обязательств другого резидента по заключенному между резидентами договору;третьи лица;1;OUTR;2;FALSE;FALSE;FALSE;FALSE;FALSE
99035;?????;;Расчеты между нерезидентом и резидентом (являющимся третьим лицом или поручителем), связанные с исполнением резидентом обязательств другого нерезидента по заключенному между нерезидентами договору;третьи лица;1;INR;1;FALSE;FALSE;FALSE;FALSE;FALSE
61145;?????;;Переводы иностранной валюты со счета резидента, открытого в банке-нерезиденте, на счет другого резидента, открытый в уполномоченном банке;расчеты между резидентами в инвалюте;2;INR;1;FALSE;FALSE;FALSE;FALSE;FALSE
61155;?????;;Переводы иностранной валюты с расчетного счета резидента, открытого в уполномоченном банке, на счет другого резидента, открытый в банке-нерезиденте;расчеты между резидентами в инвалюте;2;OUTR;2;FALSE;FALSE;FALSE;FALSE;FALSE
61160;?????;;Расчеты между резидентами в иностранной валюте, связанные с внесением и возвратом индивидуального, коллективного клирингового обеспечения и (или) иного обеспечения, в том числе внесенного в имуществен;расчеты между резидентами в инвалюте;2;INR/OUTR;;FALSE;FALSE;FALSE;FALSE;FALSE
61161;?????;;"Расчеты между резидентами в иностранной валюте по итогам клиринга, осуществляемого в соответствии с Федеральным законом ""О клиринге, клиринговой деятельности и центральном контрагенте""";расчеты между резидентами в инвалюте;2;INR/OUTR;;FALSE;FALSE;FALSE;FALSE;FALSE
61162;?????;;Расчеты в иностранной валюте между резидентами, являющимися комиссионерами (агентами, поверенными), и резидентами, являющимися комитентами (принципалами, доверителями), при оказании комиссионерами (аг;расчеты между резидентами в инвалюте;2;INR/OUTR;;FALSE;FALSE;FALSE;FALSE;FALSE
61163;?????;;Расчеты в иностранной валюте между резидентами, связанные с исполнением и (или) прекращением договора, являющегося производным финансовым инструментом;расчеты между резидентами в инвалюте;3;INR/OUTR;;FALSE;FALSE;FALSE;FALSE;FALSE
61164;?????;;Переводы валюты Российской Федерации со счета резидента, открытого в банке-нерезиденте, на счет другого резидента, открытый в уполномоченном банке;расчеты между резидентами в валюте РФ;2;INR;1;FALSE;FALSE;FALSE;FALSE;FALSE
61165;?????;;Переводы валюты Российской Федерации со счета резидента, открытого в уполномоченном банке, на счет другого резидента, открытый в банке-нерезиденте;расчеты между резидентами в валюте РФ;2;OUTR;2;FALSE;FALSE;FALSE;FALSE;FALSE
61177;?????;;Расчеты в иностранной валюте между резидентами, связанные с приобретением и отчуждением валютных ценностей, выступающих в качестве обеспечения исполнения обязательства, предусмотренного договором репо;расчеты между резидентами в инвалюте;3;INR/OUTR;;FALSE;FALSE;FALSE;FALSE;FALSE
61115;?????;;Расчеты в иностранной валюте между резидентами, являющимися комиссионерами (агентами, поверенными), и резидентами, являющимися комитентами (принципалами, доверителями);расчеты между резидентами в инвалюте;3;INR/OUTR;;FALSE;FALSE;FALSE;FALSE;FALSE
